,season_x,name,position,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
84,2016-17,Jonathan Leko,MID,,0,0,0,0,0,445,2,0,0,0,0,2016-08-13T14:00:00Z,0,5,Crystal Palace,0,0,0,0,1,0,14668,1,0,0,0,0,0,0,45,FALSE,0,1
85,2016-17,Jonny Evans,DEF,,0,0,20,1,1,431,2,0,0,1.5,13.6,2016-08-13T14:00:00Z,90,5,Crystal Palace,0,0,0,0,1,0,265977,1,0,0,5,0,0,0,45,FALSE,1,1
86,2016-17,Jordan Henderson,MID,,0,0,16,0,28.9,201,8,3,0,5.2,15,2016-08-14T15:00:00Z,90,1,Arsenal,0,0,0,0,1,0,31153,4,3,8,2,0,0,0,65,FALSE,0,1
87,2016-17,Jordan Pickford,GK,,0,0,0,0,0,340,5,0,0,0,0,2016-08-13T16:30:00Z,0,10,Manchester City,0,0,0,0,1,0,303061,1,2,0,0,0,0,0,40,FALSE,0,1
88,2016-17,Joseph Gomez,DEF,,0,0,0,0,0,195,8,0,0,0,0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,1039,4,3,0,0,0,0,0,50,FALSE,0,1
89,2016-17,Joshua King,FWD,,0,0,5,0,13.5,48,9,3,0,5,4.2,2016-08-14T12:30:00Z,90,11,Manchester United,0,0,0,0,1,0,21974,3,1,32,2,0,0,0,55,TRUE,0,1
90,2016-17,Juan Mata,MID,,0,0,32,0,16.5,256,9,1,1,11,43,2016-08-14T12:30:00Z,74,2,Bournemouth,0,0,0,0,1,0,53176,3,1,50,7,0,0,0,75,FALSE,0,1
91,2016-17,Kasper Schmeichel,GK,,0,0,14,0,0,165,4,2,0,2.5,24.6,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,3,448030,1,2,0,2,0,0,0,50,FALSE,0,1
92,2016-17,Kelechi Iheanacho,FWD,,0,0,0,0,0.3,241,5,0,0,3.1,2.4,2016-08-13T16:30:00Z,11,15,Sunderland,0,0,0,0,1,0,62986,1,2,28,1,0,0,0,70,TRUE,0,1
93,2016-17,Kevin De Bruyne,MID,,0,0,6,0,25.9,235,5,1,0,5.2,3.2,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,176498,1,2,23,2,0,0,0,105,TRUE,0,1
94,2016-17,Kieran Gibbs,DEF,,0,0,0,0,0,7,8,0,0,0,0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,22607,4,3,0,0,0,0,0,50,TRUE,0,1
95,2016-17,Kurt Zouma,DEF,,0,0,0,0,0,79,10,0,0,0,0,2016-08-15T19:00:00Z,0,20,West Ham,0,0,0,0,1,0,8942,1,2,0,0,0,0,0,55,TRUE,0,1
96,2016-17,Kyle Walker,DEF,,1,1,25,0,41.8,384,3,1,0,8.8,38.4,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,543814,1,1,8,6,0,0,0,55,FALSE,0,1
97,2016-17,Lukasz Fabianski,GK,,0,1,30,1,0,356,1,0,0,1.9,19.4,2016-08-13T14:00:00Z,90,3,Burnley,0,0,0,0,1,3,54385,1,0,0,8,0,0,0,50,FALSE,0,1
98,2016-17,Luke Shaw,DEF,,0,0,14,0,2,247,9,1,0,1.8,15.6,2016-08-14T12:30:00Z,90,2,Bournemouth,0,0,0,0,1,0,602039,3,1,0,2,0,0,0,55,FALSE,0,1
99,2016-17,Lys Mousset,FWD,,0,0,0,0,0,53,9,0,0,0,0,2016-08-14T12:30:00Z,0,11,Manchester United,0,0,0,0,1,0,2498,3,1,0,0,0,0,0,55,TRUE,0,1
100,2016-17,Mamadou Sakho,DEF,,0,0,0,0,0,190,8,0,0,0,0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,3971,4,3,0,0,0,0,0,50,FALSE,0,1
101,2016-17,Manuel Lanzini,MID,,0,0,0,0,0,462,10,0,0,0,0,2016-08-15T19:00:00Z,0,4,Chelsea,0,0,0,0,1,0,1720,1,2,0,0,0,0,0,65,FALSE,0,1
102,2016-17,Marcos Rojo,DEF,,0,0,0,0,0,248,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,19824,3,1,0,0,0,0,0,55,FALSE,0,1
103,2016-17,Marcus Rashford,MID,,0,0,0,0,0,271,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,155340,3,1,0,0,0,0,0,70,FALSE,0,1
104,2016-17,Marc Albrighton,MID,,0,0,0,0,0,177,4,0,0,0,0,2016-08-13T11:30:00Z,0,7,Hull,0,0,0,0,1,0,73665,1,2,0,0,0,0,0,55,FALSE,0,1
105,2016-17,Mark Noble,MID,,0,0,9,0,4.8,458,10,2,0,0.7,1.4,2016-08-15T19:00:00Z,90,4,Chelsea,0,0,0,0,1,0,152971,1,2,1,2,0,0,0,65,FALSE,0,1
106,2016-17,Martin Kelly,DEF,,0,0,3,0,0.1,106,2,0,0,0,0,2016-08-13T14:00:00Z,1,19,West Bromwich Albion,0,0,0,0,1,0,13032,1,0,0,1,0,0,0,45,TRUE,0,1
107,2016-17,Mason Holgate,DEF,,0,0,18,0,0.3,495,3,1,0,2.4,23.2,2016-08-13T14:00:00Z,90,17,Tottenham,0,0,0,0,1,0,2607,1,1,0,2,0,0,0,45,TRUE,0,1
108,2016-17,Matej Vydra,FWD,,0,0,0,0,0,483,7,0,0,0,0,2016-08-13T14:00:00Z,0,13,Southampton,0,0,0,0,1,0,31635,1,1,0,0,0,0,0,45,FALSE,0,1
109,2016-17,Matthew Lowton,DEF,,0,0,7,0,29.2,55,1,1,0,5.1,15.4,2016-08-13T14:00:00Z,90,16,Swansea,0,0,0,0,1,0,11806,1,0,6,1,0,0,0,45,TRUE,1,1
110,2016-17,Matt Phillips,MID,,0,0,-1,1,1.2,446,2,0,0,1.2,4.2,2016-08-13T14:00:00Z,90,5,Crystal Palace,0,0,0,0,1,0,9604,1,0,7,3,0,0,0,55,FALSE,0,1
111,2016-17,Matt Targett,DEF,,0,0,15,0,14.6,299,7,1,0,2.7,8.6,2016-08-13T14:00:00Z,90,18,Watford,0,0,0,0,1,0,28863,1,1,4,2,0,0,0,45,TRUE,0,1
112,2016-17,Mesut Özil,MID,,0,0,0,0,0,14,8,0,0,0,0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,179727,4,3,0,0,0,0,0,95,TRUE,0,1
113,2016-17,Michael Keane,DEF,,0,0,16,0,4.5,58,1,1,0,2.4,15,2016-08-13T14:00:00Z,90,16,Swansea,0,0,0,0,1,0,33551,1,0,4,2,0,0,0,50,TRUE,0,1
114,2016-17,Michail Antonio,FWD,,0,0,0,0,0.4,464,10,1,0,0,0,2016-08-15T19:00:00Z,51,4,Chelsea,0,0,0,0,1,0,150803,1,2,0,0,0,0,0,70,FALSE,1,1
115,2016-17,Michy Batshuayi,FWD,,1,0,13,0,11.3,96,10,0,0,2.8,17,2016-08-15T19:00:00Z,6,20,West Ham,0,0,0,0,1,0,81576,1,2,0,4,0,0,0,90,TRUE,0,1
117,2016-17,Nampalys Mendy,MID,,0,0,0,0,0,183,4,0,0,0,0,2016-08-13T11:30:00Z,0,7,Hull,0,0,0,0,1,0,36855,1,2,0,0,0,0,0,45,FALSE,0,1
118,2016-17,Nathaniel Clyne,DEF,,1,0,25,0,18.2,193,8,3,0,6.5,30.2,2016-08-14T15:00:00Z,90,1,Arsenal,0,0,0,0,1,0,285676,4,3,17,4,0,0,0,55,FALSE,0,1
119,2016-17,Nathan Aké,DEF,,0,0,0,0,0,36,9,0,0,0,0,2016-08-14T12:30:00Z,0,11,Manchester United,0,0,0,0,1,0,64564,3,1,0,0,0,0,0,45,TRUE,0,1
120,2016-17,Nathan Redmond,MID,,0,3,28,0,49.1,304,7,1,1,15.9,47.2,2016-08-13T14:00:00Z,90,18,Watford,0,0,0,0,1,0,227151,1,1,63,10,0,0,0,60,TRUE,0,1
121,2016-17,Neil Taylor,DEF,,0,0,0,0,0,360,1,0,0,0,0,2016-08-13T14:00:00Z,0,3,Burnley,0,0,0,0,1,0,43169,1,0,0,0,0,0,0,45,FALSE,0,1
122,2016-17,Nemanja Matic,MID,,0,0,7,0,5.3,87,10,1,0,1.5,4,2016-08-15T19:00:00Z,90,20,West Ham,0,0,0,0,1,0,74285,1,2,6,1,0,0,0,50,TRUE,1,1
123,2016-17,Nick Pope,GK,,0,0,0,0,0,471,1,0,0,0,0,2016-08-13T14:00:00Z,0,16,Swansea,0,0,0,0,1,0,84427,1,0,0,0,0,0,0,40,TRUE,0,1
124,2016-17,Nicolás Otamendi,DEF,,0,0,0,0,0,226,5,0,0,0,0,2016-08-13T16:30:00Z,0,15,Sunderland,0,0,0,0,1,0,100825,1,2,0,0,0,0,0,60,TRUE,0,1
125,2016-17,Odion Ighalo,FWD,,0,0,2,0,8.8,426,7,1,0,1,0,2016-08-13T14:00:00Z,80,13,Southampton,0,0,0,0,1,0,315735,1,1,2,2,0,0,0,75,FALSE,0,1
126,2016-17,Ola Aina,DEF,,0,0,0,0,0,487,10,0,0,0,0,2016-08-15T19:00:00Z,0,20,West Ham,0,0,0,0,1,0,5139,1,2,0,0,0,0,0,50,TRUE,0,1
127,2016-17,Oleksandr Zinchenko,DEF,,0,0,0,0,0,238,5,0,0,0,0,2016-08-13T16:30:00Z,0,15,Sunderland,0,0,0,0,1,0,2654,1,2,0,0,0,0,0,55,TRUE,0,1
128,2016-17,Olivier Giroud,FWD,,0,0,0,0,0,25,8,0,0,0,0,2016-08-14T15:00:00Z,0,9,Liverpool,0,0,0,0,1,0,50997,4,3,0,0,0,0,0,90,TRUE,0,1
129,2016-17,Oriol Romeu,MID,,0,0,18,0,5.3,310,7,1,0,3.5,21.6,2016-08-13T14:00:00Z,90,18,Watford,0,0,0,0,1,0,7046,1,1,8,2,0,0,0,45,TRUE,0,1
130,2016-17,Patrick van Aanholt,DEF,,0,0,15,0,8.3,344,5,2,0,3,15,2016-08-13T16:30:00Z,90,10,Manchester City,0,0,0,0,1,0,203011,1,2,7,1,0,0,0,50,FALSE,0,1
131,2016-17,Paulo Gazzaniga,GK,,0,0,0,0,0,295,7,0,0,0,0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,389,1,1,0,0,0,0,0,45,TRUE,0,1
132,2016-17,Paul Pogba,MID,,0,0,0,0,0,503,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,315678,3,1,0,0,0,0,0,85,FALSE,0,1
133,2016-17,Phil Bardsley,DEF,,0,0,7,0,15.7,323,6,1,0,3.1,6.8,2016-08-13T14:00:00Z,90,12,Middlesbrough,0,0,0,0,1,0,5064,1,1,8,1,0,0,0,45,FALSE,1,1
134,2016-17,Phil Jagielka,DEF,,0,0,16,0,0.2,127,3,1,0,5.9,40,2016-08-13T14:00:00Z,90,17,Tottenham,0,0,0,0,1,0,34993,1,1,19,2,0,0,0,50,TRUE,0,1
135,2016-17,Phil Jones,DEF,,0,0,0,0,0,245,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,11445,3,1,0,0,0,0,0,50,FALSE,0,1
136,2016-17,Pierre-Emile Højbjerg,MID,,0,0,14,0,15.7,312,7,0,0,3.1,6.2,2016-08-13T14:00:00Z,36,18,Watford,0,0,0,0,1,0,107510,1,1,9,1,0,0,0,45,TRUE,0,1
137,2016-17,Raheem Sterling,MID,,1,0,21,0,17.9,228,5,1,0,4.1,5.8,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,36311,1,2,17,5,0,0,0,80,TRUE,0,1
138,2016-17,Riyad Mahrez,MID,,0,1,23,0,18.3,176,4,2,1,11.4,38,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,0,929324,1,2,58,8,0,0,0,95,FALSE,0,1
139,2016-17,Roberto Firmino,FWD,,0,0,4,0,21,209,8,3,0,6,4.2,2016-08-14T15:00:00Z,90,1,Arsenal,0,0,0,0,1,0,352480,4,3,35,2,0,0,0,85,FALSE,0,1
140,2016-17,Robert Snodgrass,MID,,0,3,40,0,37.7,155,4,1,1,12,46.6,2016-08-13T11:30:00Z,90,8,Leicester,0,0,0,0,1,0,15838,1,2,36,10,0,0,0,55,TRUE,0,1
141,2016-17,Rob Holding,DEF,,0,0,15,0,0.4,484,8,4,0,3.1,21,2016-08-14T15:00:00Z,90,9,Liverpool,0,0,0,0,1,0,32839,4,3,10,0,0,0,0,45,TRUE,0,1
142,2016-17,Ross Barkley,MID,,0,3,28,0,36.2,134,3,1,1,11.7,45.2,2016-08-13T14:00:00Z,90,17,Tottenham,0,0,0,0,1,0,254900,1,1,36,10,0,0,0,75,TRUE,0,1
143,2016-17,Ruben Loftus-Cheek,MID,,0,0,0,0,0,88,10,0,0,0,0,2016-08-15T19:00:00Z,0,20,West Ham,0,0,0,0,1,0,4699,1,2,0,0,0,0,0,55,TRUE,0,1
144,2016-17,Ryan Bertrand,DEF,,0,0,0,0,0,296,7,0,0,0,0,2016-08-13T14:00:00Z,0,18,Watford,0,0,0,0,1,0,28380,1,1,0,0,0,0,0,55,TRUE,0,1
145,2016-17,Sadio Mané,MID,,0,0,24,0,8.2,212,8,3,1,11.6,43.2,2016-08-14T15:00:00Z,90,1,Arsenal,0,0,0,0,1,0,481787,4,3,65,7,0,0,0,90,FALSE,0,1
146,2016-17,Sam Field,MID,,0,0,0,0,0,511,2,0,0,0,0,2016-08-13T14:00:00Z,0,5,Crystal Palace,0,0,0,0,1,0,0,1,0,0,0,0,0,0,45,FALSE,0,1
147,2016-17,Scott Dann,DEF,,0,0,11,0,0.8,104,2,1,0,2.5,18.4,2016-08-13T14:00:00Z,90,19,West Bromwich Albion,0,0,0,0,1,0,263652,1,0,6,2,0,0,0,55,TRUE,0,1
148,2016-17,Seamus Coleman,DEF,,0,0,0,0,0,126,3,0,0,0,0,2016-08-13T14:00:00Z,0,17,Tottenham,0,0,0,0,1,0,110643,1,1,0,0,0,0,0,55,TRUE,0,1
149,2016-17,Sergio Agüero,FWD,,0,3,33,0,29.6,239,5,1,1,14.3,32.6,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,0,1380299,1,2,81,9,0,0,0,130,TRUE,0,1
150,2016-17,Sergio Romero,GK,,0,0,0,0,0,243,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,4289,3,1,0,0,0,0,0,50,FALSE,0,1
151,2016-17,Shane Long,FWD,,0,0,1,0,13.8,313,7,1,0,2.3,0,2016-08-13T14:00:00Z,82,18,Watford,0,0,0,0,1,0,481848,1,1,11,2,0,0,0,65,TRUE,0,1
152,2016-17,Theo Walcott,MID,,0,0,21,0,20,13,8,4,1,10.5,46.6,2016-08-14T15:00:00Z,90,9,Liverpool,0,1,0,0,1,0,48930,4,3,38,5,0,0,0,75,TRUE,0,1
153,2016-17,Timothy Fosu-Mensah,DEF,,0,0,0,0,0,253,9,0,0,0,0,2016-08-14T12:30:00Z,0,2,Bournemouth,0,0,0,0,1,0,8788,3,1,0,0,0,0,0,45,FALSE,0,1
154,2016-17,Toby Alderweireld,DEF,,0,0,16,0,1.3,382,3,1,0,3.3,13.2,2016-08-13T14:00:00Z,90,6,Everton,0,0,0,0,1,0,771977,1,1,18,2,0,0,0,65,FALSE,0,1
155,2016-17,Tom Davies,MID,,0,0,0,0,0,512,3,0,0,0,0,2016-08-13T14:00:00Z,0,17,Tottenham,0,0,0,0,1,0,0,1,1,0,0,0,0,0,45,TRUE,0,1
156,2016-17,Tom Heaton,GK,,0,0,24,0,0,54,1,1,0,4.8,47.8,2016-08-13T14:00:00Z,90,16,Swansea,0,0,0,0,1,7,144402,1,0,0,4,0,0,0,45,TRUE,0,1
157,2016-17,Trent Alexander-Arnold,DEF,,0,0,0,0,0,523,8,0,0,0,0,2016-08-14T15:00:00Z,0,1,Arsenal,0,0,0,0,1,0,0,4,3,0,0,0,0,0,45,FALSE,0,1
158,2016-17,Tyrone Mings,DEF,,0,0,0,0,0,35,9,0,0,0,0,2016-08-14T12:30:00Z,0,11,Manchester United,0,0,0,0,1,0,933,3,1,0,0,0,0,0,45,TRUE,0,1
159,2016-17,Virgil van Dijk,DEF,,0,0,14,0,0.4,303,7,1,0,2.2,17.2,2016-08-13T14:00:00Z,90,18,Watford,0,0,0,0,1,0,456854,1,1,4,1,0,0,0,55,TRUE,1,1
160,2016-17,Wayne Hennessey,GK,,0,0,12,0,0,100,2,1,0,1.3,13.2,2016-08-13T14:00:00Z,90,19,West Bromwich Albion,0,0,0,0,1,2,165753,1,0,0,2,0,0,0,45,TRUE,0,1
161,2016-17,Wes Morgan,DEF,,0,0,8,0,10.4,167,4,2,0,1.9,4.6,2016-08-13T11:30:00Z,90,7,Hull,0,0,0,0,1,0,862987,1,2,4,1,0,0,0,50,FALSE,0,1
162,2016-17,Wilfried Zaha,MID,,0,0,6,0,2.9,111,2,1,0,5.7,15.2,2016-08-13T14:00:00Z,90,19,West Bromwich Albion,0,0,0,0,1,0,70519,1,0,39,1,0,0,0,55,TRUE,1,1
163,2016-17,Willian,MID,,0,0,12,0,52.1,86,10,1,0,9.1,12.6,2016-08-15T19:00:00Z,79,20,West Ham,0,0,0,0,1,0,333351,1,2,26,2,0,0,0,75,TRUE,0,1
164,2016-17,Willy Caballero,GK,,0,0,12,0,0,219,5,1,0,1.7,17.4,2016-08-13T16:30:00Z,90,15,Sunderland,0,0,0,0,1,2,5495,1,2,0,2,0,0,0,50,TRUE,0,1
165,2016-17,Xherdan Shaqiri,MID,,0,2,22,0,18.7,333,6,1,1,8.1,36.2,2016-08-13T14:00:00Z,90,12,Middlesbrough,0,0,0,0,1,0,260912,1,1,26,9,0,0,0,65,FALSE,0,1
166,2016-17,Aaron Cresswell,DEF,,0,0,12,0,7.9,454,92,2,0,1.3,5.4,2016-10-30T13:30:00Z,90,6,Everton,0,0,0,0,10,0,12638,0,2,0,1,2432,2697,265,53,FALSE,0,10
167,2016-17,Abdoulaye Doucouré,MID,,0,0,0,0,0,482,99,0,0,0,0,2016-10-29T14:00:00Z,0,7,Hull,0,0,0,0,10,0,685,0,1,0,0,-22,6,28,47,TRUE,0,10
168,2016-17,Adama Traoré,MID,,0,0,8,1,3,563,94,0,0,1.2,6.6,2016-10-29T14:00:00Z,90,2,Bournemouth,0,0,0,0,10,0,6388,0,2,2,3,5655,5769,114,48,TRUE,0,10
169,2016-17,Adam Forshaw,MID,,0,0,18,1,42.4,286,94,0,0,5.2,9.8,2016-10-29T14:00:00Z,90,2,Bournemouth,0,0,0,0,10,0,4171,0,2,0,3,131,308,177,45,TRUE,0,10
170,2016-17,Adam Lallana,MID,,0,0,11,0,3.9,205,91,2,0,2.6,9.2,2016-10-29T16:30:00Z,75,5,Crystal Palace,0,0,0,0,10,0,461922,4,2,13,2,14343,34604,20261,71,FALSE,0,10
171,2016-17,Adrián,GK,,0,0,18,0,0,450,92,2,0,3.6,36.2,2016-10-30T13:30:00Z,90,6,Everton,0,0,0,0,10,4,114642,0,2,0,2,-1888,894,2782,50,FALSE,0,10
