name,pos,prediction,confidence_score
Bernd Leno,GK,2:return,0.521
Bernd Leno,GK,1:no,0.528
Aaron Ramsdale,GK,2:return,0.544
Aaron Ramsdale,GK,1:no,0.505
David Raya Martin,GK,2:return,0.543
Alvaro Fernandes,GK,2:return,0.663
Jonas Lössl,GK,2:return,0.663
Jason Steele,GK,2:return,0.568
Jason Steele,GK,2:return,0.522
Robert Sánchez,GK,2:return,0.521
Robert Sánchez,GK,1:no,0.526
Nick Pope,GK,2:return,0.506
Nick Pope,GK,2:return,0.578
Will Norris,GK,2:return,0.536
Will Norris,GK,2:return,0.607
Wayne Hennessey,GK,2:return,0.986
Wayne Hennessey,GK,2:return,0.99
Kepa Arrizabalaga,GK,2:return,0.563
Edouard Mendy,GK,1:no,0.509
Vicente Guaita,GK,2:return,0.62
Jack Butland,GK,2:return,0.651
Jordan Pickford,GK,1:no,0.509
Asmir Begović,GK,2:return,0.552
Kasper Schmeichel,GK,2:return,0.645
Kasper Schmeichel,GK,2:return,0.626
Eldin Jakupovic,GK,2:return,0.659
Eldin Jakupovic,GK,2:return,0.64
Adrián San Miguel del Castillo,GK,2:return,0.554
Alisson Ramses Becker,GK,1:no,0.502
Caoimhin Kelleher,GK,2:return,0.554
Ederson Santana de Moraes,GK,2:return,0.502
Zack Steffen,GK,2:return,0.574
Scott Carson,GK,2:return,0.574
David de Gea,GK,2:return,0.645
David de Gea,GK,1:no,0.517
Dean Henderson,GK,2:return,0.677
Dean Henderson,GK,2:return,0.519
Tom Heaton,GK,2:return,0.677
Tom Heaton,GK,2:return,0.519
Karl Darlow,GK,2:return,0.622
Karl Darlow,GK,2:return,0.64
Martin Dubravka,GK,2:return,0.557
Martin Dubravka,GK,2:return,0.575
Michael McGovern,GK,2:return,0.547
Tim Krul,GK,2:return,1
Angus Gunn,GK,2:return,0.547
Fraser Forster,GK,2:return,0.564
Fraser Forster,GK,2:return,0.669
Willy Caballero,GK,2:return,0.574
Willy Caballero,GK,2:return,0.677
Hugo Lloris,GK,2:return,0.521
Pierluigi Gollini,GK,2:return,0.591
Ben Foster,GK,2:return,0.613
Daniel Bachmann,GK,2:return,0.641
Darren Randolph,GK,2:return,0.697
Lukasz Fabianski,GK,2:return,0.669
Alphonse Areola,GK,2:return,0.697
Cédric Soares,DEF,1:no,0.571
Cédric Soares,DEF,1:no,0.656
Rob Holding,DEF,1:no,0.999
Rob Holding,DEF,1:no,0.999
Gabriel Magalhães,DEF,1:no,0.67
Gabriel Magalhães,DEF,1:no,0.744
Ben White,DEF,1:no,0.852
Ben White,DEF,1:no,0.892
Nuno Varela Tavares,DEF,1:no,0.999
Nuno Varela Tavares,DEF,1:no,1
Rico Henry,DEF,2:return,0.527
Mads Roerslev Rasmussen,DEF,1:no,0.981
Mads Bech Sørensen,DEF,1:no,0.999
Ethan Pinnock,DEF,1:no,0.729
Kristoffer Ajer,DEF,2:return,0.595
Finley Stevens,DEF,1:no,0.999
Mathias Jorgensen,DEF,1:no,0.999
Shane Duffy,DEF,1:no,0.966
Shane Duffy,DEF,1:no,0.987
Lewis Dunk,DEF,1:no,0.623
Lewis Dunk,DEF,1:no,0.814
Adam Webster,DEF,1:no,0.999
Adam Webster,DEF,1:no,1
Joël Veltman,DEF,1:no,0.696
Joël Veltman,DEF,1:no,0.858
Tariq Lamptey,DEF,1:no,0.857
Tariq Lamptey,DEF,1:no,0.941
Marc Cucurella,DEF,1:no,0.684
Marc Cucurella,DEF,1:no,0.852
James Tarkowski,DEF,1:no,0.871
James Tarkowski,DEF,1:no,0.784
Phil Bardsley,DEF,1:no,1
Phil Bardsley,DEF,1:no,0.999
Kevin Long,DEF,1:no,1
Kevin Long,DEF,1:no,0.999
Matthew Lowton,DEF,1:no,0.896
Matthew Lowton,DEF,1:no,0.822
Charlie Taylor,DEF,1:no,0.861
Charlie Taylor,DEF,1:no,0.769
Nathan Collins,DEF,1:no,0.767
Nathan Collins,DEF,1:no,0.639
Connor Roberts,DEF,1:no,0.959
Connor Roberts,DEF,1:no,0.926
César Azpilicueta,DEF,1:no,0.761
Thiago Emiliano da Silva,DEF,1:no,0.864
Marcos Alonso,DEF,2:return,0.758
Antonio Rüdiger,DEF,1:no,0.528
Andreas Christensen,DEF,1:no,0.745
Reece James,DEF,1:no,0.856
Malang Sarr,DEF,1:no,0.999
Trevoh Chalobah,DEF,1:no,0.607
James Tomkins,DEF,1:no,0.999
Cheikhou Kouyaté,DEF,1:no,0.65
Martin Kelly,DEF,1:no,0.999
Joel Ward,DEF,1:no,0.884
Marc Guéhi,DEF,1:no,0.729
Joachim Andersen,DEF,2:return,0.578
Nathaniel Clyne,DEF,1:no,0.834
Seamus Coleman,DEF,1:no,0.754
Michael Keane,DEF,1:no,0.822
Mason Holgate,DEF,1:no,0.683
Ben Godfrey,DEF,1:no,0.625
Jonjoe Kenny,DEF,1:no,0.769
Jarrad Branthwaite,DEF,1:no,0.999
Vitalii Mykolenko,DEF,1:no,0.761
Jonny Evans,DEF,1:no,0.92
Jonny Evans,DEF,1:no,0.92
Ricardo Domingos Barbosa Pereira,DEF,1:no,0.999
Ricardo Domingos Barbosa Pereira,DEF,1:no,0.999
Daniel Amartey,DEF,1:no,0.859
Daniel Amartey,DEF,1:no,0.859
Timothy Castagne,DEF,1:no,0.801
Timothy Castagne,DEF,1:no,0.801
Çaglar Söyüncü,DEF,1:no,0.761
Çaglar Söyüncü,DEF,1:no,0.761
James Justin,DEF,1:no,0.608
James Justin,DEF,1:no,0.608
Luke Thomas,DEF,1:no,0.809
Luke Thomas,DEF,1:no,0.809
Wesley Fofana,DEF,1:no,0.888
Wesley Fofana,DEF,1:no,0.888
Jannik Vestergaard,DEF,1:no,0.999
Jannik Vestergaard,DEF,1:no,0.999
Joel Matip,DEF,2:return,0.554
Virgil van Dijk,DEF,1:no,0.745
Andrew Robertson,DEF,2:return,0.577
Trent Alexander-Arnold,DEF,2:return,0.507
Joseph Gomez,DEF,1:no,0.821
Ibrahima Konaté,DEF,1:no,0.999
Konstantinos Tsimikas,DEF,1:no,0.999
Kyle Walker,DEF,1:no,0.746
John Stones,DEF,1:no,0.755
João Pedro Cavaco Cancelo,DEF,2:return,0.736
Nathan Aké,DEF,1:no,0.806
Aymeric Laporte,DEF,1:no,0.671
Oleksandr Zinchenko,DEF,1:no,0.998
Harry Maguire,DEF,1:no,0.556
Harry Maguire,DEF,1:no,0.858
Alex Nicolao Telles,DEF,2:return,0.634
Alex Nicolao Telles,DEF,1:no,0.736
Victor Lindelöf,DEF,1:no,0.86
Victor Lindelöf,DEF,1:no,0.967
Eric Bailly,DEF,1:no,0.999
Eric Bailly,DEF,1:no,1
Aaron Wan-Bissaka,DEF,1:no,0.697
Aaron Wan-Bissaka,DEF,1:no,0.918
José Diogo Dalot Teixeira,DEF,1:no,0.766
José Diogo Dalot Teixeira,DEF,1:no,0.941
Phil Jones,DEF,1:no,0.999
Phil Jones,DEF,1:no,1
Matt Targett,DEF,1:no,0.756
Matt Targett,DEF,1:no,0.686
Dan Burn,DEF,1:no,0.702
Dan Burn,DEF,1:no,0.625
Matt Ritchie,DEF,1:no,0.999
Matt Ritchie,DEF,1:no,0.999
Jamaal Lascelles,DEF,1:no,0.983
Jamaal Lascelles,DEF,1:no,0.976
Paul Dummett,DEF,1:no,0.999
Paul Dummett,DEF,1:no,0.999
Javier Manquillo,DEF,1:no,0.988
Javier Manquillo,DEF,1:no,0.983
Emil Krafth,DEF,1:no,0.926
Emil Krafth,DEF,1:no,0.898
Fabian Schär,DEF,1:no,0.54
Fabian Schär,DEF,2:return,0.547
Federico Fernández,DEF,1:no,0.999
Federico Fernández,DEF,1:no,0.999
Grant Hanley,DEF,1:no,0.755
Sam Byram,DEF,1:no,0.941
Christoph Zimmermann,DEF,1:no,1
Max Aarons,DEF,1:no,0.896
Ben Gibson,DEF,1:no,0.891
Dimitris Giannoulis,DEF,1:no,0.925
Jack Stephens,DEF,1:no,1
Jack Stephens,DEF,1:no,0.999
Kyle Walker-Peters,DEF,1:no,0.708
Kyle Walker-Peters,DEF,1:no,0.608
Jan Bednarek,DEF,1:no,0.718
Jan Bednarek,DEF,1:no,0.618
Mohammed Salisu,DEF,1:no,0.718
Mohammed Salisu,DEF,1:no,0.618
Romain Perraud,DEF,1:no,0.999
Romain Perraud,DEF,1:no,0.999
Tino Livramento,DEF,1:no,0.827
Tino Livramento,DEF,1:no,0.753
Yan Valery,DEF,1:no,0.999
Yan Valery,DEF,1:no,0.999
Eric Dier,DEF,1:no,0.605
Ben Davies,DEF,2:return,0.562
Davinson Sánchez,DEF,1:no,0.999
Ryan Sessegnon,DEF,1:no,0.998
Sergio Reguilón,DEF,2:return,0.573
Joe Rodon,DEF,1:no,0.999
Cristian Romero,DEF,2:return,0.562
Emerson Aparecido Leite de Souza Junior,DEF,2:return,0.573
Craig Cathcart,DEF,1:no,0.898
Francisco Femenía Far,DEF,1:no,0.772
Christian Kabasele,DEF,1:no,0.766
William Troost-Ekong,DEF,1:no,0.999
Adam Masina,DEF,1:no,1
Francisco Sierralta,DEF,1:no,0.999
Jeremy Ngakia,DEF,1:no,0.999
Hassane Kamara,DEF,1:no,0.72
Samir Caetano de Souza Santos,DEF,1:no,0.825
Aaron Cresswell,DEF,2:return,0.55
Craig Dawson,DEF,1:no,0.639
Ryan Fredericks,DEF,1:no,0.898
Arthur Masuaku,DEF,1:no,0.999
Vladimir Coufal,DEF,1:no,0.898
Issa Diop,DEF,1:no,0.864
Ben Johnson,DEF,1:no,0.864
Harrison Ashby,DEF,1:no,0.999
Granit Xhaka,MID,1:no,0.885
Granit Xhaka,MID,1:no,0.931
Mohamed Naser El Sayed Elneny,MID,1:no,1
Mohamed Naser El Sayed Elneny,MID,1:no,1
Nicolas Pépé,MID,1:no,0.998
Nicolas Pépé,MID,1:no,0.999
Emile Smith Rowe,MID,1:no,0.759
Emile Smith Rowe,MID,1:no,0.847
Bukayo Saka,MID,2:return,0.908
Bukayo Saka,MID,2:return,0.848
Gabriel Teodoro Martinelli Silva,MID,1:no,0.9
Gabriel Teodoro Martinelli Silva,MID,1:no,0.941
Albert Sambi Lokonga,MID,1:no,1
Albert Sambi Lokonga,MID,1:no,1
Martin Ødegaard,MID,1:no,0.73
Martin Ødegaard,MID,1:no,0.826
Christian Nørgaard,MID,1:no,0.982
Tariqe Fosu-Henry,MID,1:no,0.999
Sergi Canós,MID,1:no,0.986
Vitaly Janelt,MID,2:return,0.78
Saman Ghoddos,MID,1:no,1
Mathias Jensen,MID,1:no,0.998
Bryan Mbeumo,MID,2:return,0.991
Shandon Baptiste,MID,1:no,0.999
Yoane Wissa,MID,1:no,0.827
Christian Eriksen,MID,2:return,0.631
Adam Lallana,MID,1:no,1
Adam Lallana,MID,1:no,1
Pascal Groß,MID,1:no,0.996
Pascal Groß,MID,1:no,0.998
Solomon March,MID,1:no,0.907
Solomon March,MID,1:no,0.943
Leandro Trossard,MID,1:no,0.686
Leandro Trossard,MID,1:no,0.789
Yves Bissouma,MID,1:no,1
Yves Bissouma,MID,1:no,1
Steven Alzate,MID,1:no,1
Steven Alzate,MID,1:no,1
Alexis Mac Allister,MID,1:no,0.931
Alexis Mac Allister,MID,1:no,0.959
Enock Mwepu,MID,1:no,0.994
Enock Mwepu,MID,1:no,0.997
Jeremy Sarmiento,MID,1:no,1
Jeremy Sarmiento,MID,1:no,1
Jack Cork,MID,1:no,1
Jack Cork,MID,1:no,1
Dale Stephens,MID,1:no,1
Dale Stephens,MID,1:no,1
Ashley Westwood,MID,1:no,0.985
Ashley Westwood,MID,1:no,0.964
Josh Brownhill,MID,1:no,0.996
Josh Brownhill,MID,1:no,0.989
Dwight McNeil,MID,1:no,0.965
Dwight McNeil,MID,1:no,0.921
Aaron Lennon,MID,1:no,0.997
Aaron Lennon,MID,1:no,0.992
Maxwel Cornet,MID,2:return,0.679
Maxwel Cornet,MID,2:return,0.834
Jorge Luiz Frello Filho,MID,1:no,1
Ross Barkley,MID,1:no,0.999
Mateo Kovacic,MID,1:no,0.99
NGolo Kanté,MID,1:no,0.744
Hakim Ziyech,MID,1:no,0.932
Ruben Loftus-Cheek,MID,1:no,0.983
Christian Pulisic,MID,1:no,0.996
Mason Mount,MID,2:return,0.978
Kai Havertz,MID,2:return,0.988
Saúl Ñíguez,MID,1:no,1
Conor Gallagher,MID,1:no,0.993
James McArthur,MID,1:no,1
Luka Milivojevic,MID,1:no,1
Wilfried Zaha,MID,2:return,0.991
Jeffrey Schlupp,MID,1:no,0.898
Jairo Riedewald,MID,1:no,1
Eberechi Eze,MID,1:no,1
Jesurun Rak-Sakyi,MID,1:no,1
Anwar El Ghazi,MID,1:no,1
Fabian Delph,MID,1:no,1
Allan Marques Loureiro,MID,1:no,0.999
André Filipe Tavares Gomes,MID,1:no,1
Abdoulaye Doucouré,MID,1:no,0.999
Alex Iwobi,MID,1:no,0.814
Donny van de Beek,MID,1:no,1
Bamidele Alli,MID,1:no,1
Demarai Gray,MID,1:no,0.949
Anthony Gordon,MID,2:return,0.521
Tyler Onyango,MID,1:no,1
Marc Albrighton,MID,1:no,0.998
Marc Albrighton,MID,1:no,0.998
Nampalys Mendy,MID,1:no,1
Nampalys Mendy,MID,1:no,1
Youri Tielemans,MID,1:no,0.996
Youri Tielemans,MID,1:no,0.996
James Maddison,MID,2:return,0.933
James Maddison,MID,2:return,0.933
Hamza Choudhury,MID,1:no,1
Hamza Choudhury,MID,1:no,1
Harvey Barnes,MID,1:no,0.927
Harvey Barnes,MID,1:no,0.927
Kiernan Dewsbury-Hall,MID,1:no,0.687
Kiernan Dewsbury-Hall,MID,1:no,0.687
Ademola Lookman,MID,1:no,0.991
Ademola Lookman,MID,1:no,0.991
James Milner,MID,1:no,1
Jordan Henderson,MID,1:no,0.996
Thiago Alcántara do Nascimento,MID,1:no,0.973
Alex Oxlade-Chamberlain,MID,1:no,0.999
Sadio Mané,MID,1:no,0.931
Fabio Henrique Tavares,MID,1:no,0.983
Mohamed Salah,MID,2:return,0.898
Takumi Minamino,MID,1:no,0.999
Naby Keita,MID,1:no,0.997
Diogo Jota,MID,2:return,0.765
Curtis Jones,MID,1:no,0.999
Harvey Elliott,MID,1:no,0.999
Tyler Morton,MID,1:no,1
Kaide Gordon,MID,1:no,0.999
Luis Díaz,MID,1:no,0.96
Jack Grealish,MID,2:return,0.616
Ilkay Gündogan,MID,2:return,0.518
Kevin De Bruyne,MID,2:return,0.996
Riyad Mahrez,MID,2:return,0.553
Raheem Sterling,MID,2:return,0.508
Bernardo Mota Veiga de Carvalho e Silva,MID,2:return,0.914
Phil Foden,MID,1:no,0.586
Rodrigo Hernandez,MID,1:no,0.948
Fernando Luiz Rosa,MID,1:no,0.996
James McAtee,MID,1:no,0.999
Nemanja Matic,MID,1:no,1
Nemanja Matic,MID,1:no,1
Paul Pogba,MID,1:no,0.993
Paul Pogba,MID,1:no,0.998
Jesse Lingard,MID,1:no,1
Jesse Lingard,MID,1:no,1
Bruno Miguel Borges Fernandes,MID,1:no,0.695
Bruno Miguel Borges Fernandes,MID,1:no,0.902
Marcus Rashford,MID,1:no,0.995
Marcus Rashford,MID,1:no,0.999
Juan Mata,MID,1:no,0.999
Juan Mata,MID,1:no,1
Jadon Sancho,MID,2:return,0.82
Jadon Sancho,MID,2:return,0.528
Anthony Elanga,MID,1:no,0.996
Anthony Elanga,MID,1:no,0.999
Hannibal Mejbri,MID,1:no,1
Hannibal Mejbri,MID,1:no,1
Jonjo Shelvey,MID,1:no,0.999
Jonjo Shelvey,MID,1:no,0.999
Jacob Murphy,MID,1:no,1
Jacob Murphy,MID,1:no,1
Miguel Almirón,MID,1:no,0.981
Miguel Almirón,MID,1:no,0.981
Sean Longstaff,MID,1:no,1
Sean Longstaff,MID,1:no,1
Lukas Rupp,MID,1:no,1
Kenny McLean,MID,1:no,0.871
Kieran Dowell,MID,1:no,0.999
Milot Rashica,MID,1:no,0.931
Pierre Lees-Melou,MID,1:no,0.981
Christos Tzolis,MID,1:no,1
Mathias Normann,MID,1:no,0.998
Jonathan Rowe,MID,1:no,0.999
Theo Walcott,MID,1:no,1
Theo Walcott,MID,1:no,1
Oriol Romeu Vidal,MID,1:no,0.997
Oriol Romeu Vidal,MID,1:no,0.996
Nathan Redmond,MID,1:no,1
Nathan Redmond,MID,1:no,1
Stuart Armstrong,MID,2:return,0.533
Stuart Armstrong,MID,2:return,0.597
James Ward-Prowse,MID,1:no,0.628
James Ward-Prowse,MID,1:no,0.566
Nathan Tella,MID,1:no,1
Nathan Tella,MID,1:no,1
William Smallbone,MID,1:no,1
William Smallbone,MID,1:no,1
Ibrahima Diallo,MID,1:no,1
Ibrahima Diallo,MID,1:no,1
Moussa Djenepo,MID,1:no,1
Moussa Djenepo,MID,1:no,1
Mohamed Elyounoussi,MID,1:no,0.623
Mohamed Elyounoussi,MID,1:no,0.56
Heung-Min Son,MID,2:return,0.998
Lucas Rodrigues Moura da Silva,MID,1:no,0.999
Pierre-Emile Højbjerg,MID,1:no,0.891
Harry Winks,MID,1:no,1
Steven Bergwijn,MID,1:no,0.991
Dejan Kulusevski,MID,2:return,0.979
Rodrigo Bentancur,MID,1:no,0.972
Moussa Sissoko,MID,1:no,0.901
Dan Gosling,MID,1:no,1
Tom Cleverley,MID,1:no,1
Ken Sema,MID,1:no,1
Ismaila Sarr,MID,1:no,0.999
Imrân Louza,MID,1:no,0.965
Oghenekaro Peter Etebo,MID,1:no,1
Juraj Kucka,MID,1:no,0.951
Edo Kayembe,MID,1:no,1
Samuel Kalu,MID,1:no,1
Mark Noble,MID,1:no,0.999
Andriy Yarmolenko,MID,1:no,0.994
Manuel Lanzini,MID,1:no,0.999
Saïd Benrahma,MID,2:return,0.905
Jarrod Bowen,MID,1:no,0.957
Declan Rice,MID,1:no,0.993
Tomas Soucek,MID,1:no,0.994
Pablo Fornals,MID,1:no,0.677
Nikola Vlasic,MID,1:no,1
Alex Kral,MID,1:no,0.999
Sonny Perkins,MID,1:no,1
Alexandre Lacazette,FWD,1:no,0.959
Alexandre Lacazette,FWD,1:no,0.973
Edward Nketiah,FWD,1:no,0.982
Edward Nketiah,FWD,1:no,0.989
Ivan Toney,FWD,2:return,0.932
Neal Maupay,FWD,1:no,0.934
Neal Maupay,FWD,1:no,0.977
Danny Welbeck,FWD,1:no,0.854
Danny Welbeck,FWD,1:no,0.947
Jay Rodriguez,FWD,1:no,0.847
Jay Rodriguez,FWD,1:no,0.782
Ashley Barnes,FWD,1:no,0.999
Ashley Barnes,FWD,1:no,0.998
Matej Vydra,FWD,1:no,0.981
Matej Vydra,FWD,1:no,0.971
Lewis Richardson,FWD,1:no,0.999
Lewis Richardson,FWD,1:no,0.998
Wout Weghorst,FWD,1:no,0.992
Wout Weghorst,FWD,1:no,0.988
Timo Werner,FWD,2:return,0.857
Christian Benteke,FWD,1:no,0.998
Jordan Ayew,FWD,1:no,0.93
Jean-Philippe Mateta,FWD,2:return,0.72
Odsonne Edouard,FWD,1:no,0.992
Dominic Calvert-Lewin,FWD,1:no,0.97
Richarlison de Andrade,FWD,2:return,0.903
Salomón Rondón,FWD,1:no,0.993
Lewis Dobbin,FWD,1:no,0.998
Cenk Tosun,FWD,1:no,0.998
Kelechi Iheanacho,FWD,1:no,0.922
Kelechi Iheanacho,FWD,1:no,0.922
Patson Daka,FWD,1:no,0.998
Patson Daka,FWD,1:no,0.998
Roberto Firmino,FWD,1:no,0.968
Divock Origi,FWD,1:no,0.997
Gabriel Fernando de Jesus,FWD,1:no,0.687
Liam Delap,FWD,1:no,0.998
Cristiano Ronaldo dos Santos Aveiro,FWD,2:return,0.817
Cristiano Ronaldo dos Santos Aveiro,FWD,2:return,0.593
Chris Wood,FWD,1:no,0.935
Chris Wood,FWD,1:no,0.935
Dwight Gayle,FWD,1:no,0.998
Dwight Gayle,FWD,1:no,0.998
Allan Saint-Maximin,FWD,1:no,0.976
Allan Saint-Maximin,FWD,1:no,0.976
Joelinton Cássio Apolinário de Lira,FWD,1:no,0.992
Joelinton Cássio Apolinário de Lira,FWD,1:no,0.992
Teemu Pukki,FWD,2:return,0.898
Che Adams,FWD,1:no,0.525
Che Adams,FWD,2:return,0.583
Armando Broja,FWD,1:no,0.987
Armando Broja,FWD,1:no,0.98
Adam Armstrong,FWD,1:no,0.997
Adam Armstrong,FWD,1:no,0.995
Harry Kane,FWD,2:return,0.932
Dane Scarlett,FWD,1:no,0.998
João Pedro Junqueira de Jesus,FWD,1:no,0.941
Emmanuel Dennis,FWD,1:no,0.98
Joshua King,FWD,1:no,0.992
Michail Antonio,FWD,1:no,0.845
